,Type,Price,Location,Baths,Area,Beds
11980,House,PKR22 Thousand,"Bedian Road, Lahore, Punjab",2,6 Marla,2
11981,House,PKR1.6 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
11982,Lower Portion,PKR90 Thousand,"Airline Housing Society, Lahore, Punjab",3,1 Kanal,3
11983,Lower Portion,PKR90 Thousand,"Airline Housing Society, Lahore, Punjab",3,1 Kanal,3
11984,House,PKR50 Thousand,"Central Park Housing Scheme, Lahore, Punjab",4,5 Marla,4
11985,House,PKR60 Thousand,"Park View City, Lahore, Punjab",4,5 Marla,4
11986,Flat,PKR45 Thousand,"Bahria Town, Lahore, Punjab",1,2.2 Marla,1
11987,Flat,PKR45 Thousand,"Ring Road, Lahore, Punjab",2,5 Marla,2
11988,House,PKR90 Thousand,"Askari, Lahore, Punjab",4,10 Marla,3
11989,Upper Portion,PKR90 Thousand,"State Life Housing Society, Lahore, Punjab",4,1 Kanal,3
11990,House,PKR95 Thousand,"Bahria Town, Lahore, Punjab",4,8 Marla,4
11991,House,PKR43 Thousand,"Raiwind Road, Lahore, Punjab",4,3 Marla,3
11992,Upper Portion,PKR18 Thousand,"Eden, Lahore, Punjab",2,3 Marla,2
11993,Flat,PKR45 Thousand,"Bahria Town, Lahore, Punjab",1,2.3 Marla,1
11994,House,PKR1.95 Lakh,"EME Society, Lahore, Punjab",6,1 Kanal,5
11995,House,PKR3.5 Lakh,"DHA Defence, Lahore, Punjab",-,2 Kanal,6
11996,Upper Portion,PKR70 Thousand,"TIP Housing Society, Lahore, Punjab",4,1 Kanal,4
11997,Upper Portion,PKR42 Thousand,"Raiwind Road, Lahore, Punjab",3,5 Marla,3
11998,Upper Portion,PKR55 Thousand,"Wapda Town, Lahore, Punjab",3,10 Marla,3
11999,Upper Portion,PKR55 Thousand,"Raiwind Road, Lahore, Punjab",4,1 Kanal,3
12000,Lower Portion,PKR1.3 Lakh,"Wapda Town, Lahore, Punjab",4,15 Marla,4
12001,Flat,PKR30 Thousand,"Raiwind Road, Lahore, Punjab",2,5 Marla,2
12002,House,PKR1.35 Lakh,"Eden, Lahore, Punjab",5,10 Marla,4
12003,Upper Portion,PKR1.35 Lakh,"Eden, Lahore, Punjab",3,1 Kanal,3
12004,Upper Portion,PKR75 Thousand,"DHA Defence, Lahore, Punjab",3,1 Kanal,3
12005,House,PKR1.5 Lakh,"Faisal Town, Lahore, Punjab",5,12 Marla,5
12006,Lower Portion,PKR37 Thousand,"Johar Town, Lahore, Punjab",2,5 Marla,2
12007,Lower Portion,PKR45 Thousand,"Model Town, Lahore, Punjab",3,6 Marla,3
12008,House,PKR1 Lakh,"Model Town, Lahore, Punjab",6,6 Marla,8
12009,Flat,PKR25 Thousand,"Faisal Town, Lahore, Punjab",1,2.9 Marla,1
12010,Lower Portion,PKR55 Thousand,"Faisal Town, Lahore, Punjab",2,10 Marla,2
12011,House,PKR50 Thousand,"Faisal Town, Lahore, Punjab",2,10 Marla,2
12012,Upper Portion,PKR60 Thousand,"Raiwind Road, Lahore, Punjab",3,1 Kanal,3
12013,House,PKR2.3 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
12014,House,PKR1 Lakh,"DHA Defence, Lahore, Punjab",4,5 Marla,3
12015,Flat,PKR26 Thousand,"Askari, Lahore, Punjab",2,5 Marla,2
12016,Flat,PKR1.65 Lakh,"Gulberg, Lahore, Punjab",3,4.1 Marla,2
12017,Upper Portion,PKR65 Thousand,"Raiwind Road, Lahore, Punjab",3,10 Marla,3
12018,House,PKR52 Thousand,"Raiwind Road, Lahore, Punjab",3,7 Marla,2
12019,Lower Portion,PKR27 Thousand,"Khayaban-e-Amin, Lahore, Punjab",2,5 Marla,2
12020,Flat,PKR1.3 Lakh,"Gulberg, Lahore, Punjab",2,4.7 Marla,2
12021,House,PKR52 Thousand,"Khayaban-e-Amin, Lahore, Punjab",4,5 Marla,3
12022,House,PKR1.15 Lakh,"DHA Defence, Lahore, Punjab",5,7 Marla,3
12023,Lower Portion,PKR30 Thousand,"Wapda Town, Lahore, Punjab",2,5 Marla,1
12024,House,PKR1.4 Lakh,"DHA Defence, Lahore, Punjab",5,10 Marla,4
12025,House,PKR4 Lakh,"DHA Defence, Lahore, Punjab",6,2 Kanal,5
12026,House,PKR3.5 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
12027,House,PKR55 Thousand,"Bahria Town, Lahore, Punjab",3,6 Marla,4
12028,House,PKR80 Thousand,"DHA Defence, Lahore, Punjab",3,5 Marla,3
12029,Upper Portion,PKR1.5 Lakh,"DHA Defence, Lahore, Punjab",4,1 Kanal,3
12030,Upper Portion,PKR1.5 Lakh,"DHA Defence, Lahore, Punjab",3,1 Kanal,2
12031,House,PKR3 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,6
12032,Upper Portion,PKR75 Thousand,"DHA Defence, Lahore, Punjab",2,10 Marla,2
12033,House,PKR1.6 Lakh,"DHA Defence, Lahore, Punjab",5,10 Marla,4
12034,House,PKR3.25 Lakh,"DHA Defence, Lahore, Punjab",5,1 Kanal,5
12035,House,PKR3.5 Lakh,"DHA Defence, Lahore, Punjab",5,1 Kanal,5
12036,Upper Portion,PKR65 Thousand,"DHA Defence, Lahore, Punjab",2,1 Kanal,2
12037,Lower Portion,PKR60 Thousand,"Formanites Housing Scheme, Lahore, Punjab",3,10 Marla,2
12038,Upper Portion,PKR60 Thousand,"State Life Housing Society, Lahore, Punjab",2,10 Marla,2
12039,Lower Portion,PKR10 Thousand,"Awan Town, Lahore, Punjab",1,2.5 Marla,1
12040,Upper Portion,PKR75 Thousand,"DHA Defence, Lahore, Punjab",3,1 Kanal,3
12041,Flat,PKR1.6 Lakh,"Askari, Lahore, Punjab",3,10 Marla,3
12042,Upper Portion,PKR40 Thousand,"Lahore Medical Housing Society, Lahore, Punjab",3,10 Marla,3
12043,Lower Portion,PKR20 Thousand,"Wahdat Road, Lahore, Punjab",1,3 Marla,2
12044,House,PKR1.6 Lakh,"DHA Defence, Lahore, Punjab",4,10 Marla,4
12045,House,PKR1.1 Lakh,"DHA 11 Rahbar, Lahore, Punjab",5,10 Marla,4
12046,House,PKR70 Thousand,"Central Park Housing Scheme, Lahore, Punjab",6,10 Marla,4
12047,Upper Portion,PKR38 Thousand,"Central Park Housing Scheme, Lahore, Punjab",3,10 Marla,3
12048,Upper Portion,PKR35 Thousand,"Central Park Housing Scheme, Lahore, Punjab",4,10 Marla,3
12049,House,PKR85 Thousand,"Park View City, Lahore, Punjab",3,10 Marla,3
12050,House,PKR1.3 Lakh,"Askari, Lahore, Punjab",4,10 Marla,4
12051,House,PKR80 Thousand,"DHA Defence, Lahore, Punjab",3,5 Marla,3
12052,House,PKR3 Lakh,"Model Town, Lahore, Punjab",4,-,4
12053,Flat,PKR80 Thousand,"Askari, Lahore, Punjab",3,10 Marla,3
12054,Upper Portion,PKR37 Thousand,"Bahria Orchard, Lahore, Punjab",2,8 Marla,3
12055,Room,PKR35 Thousand,"Bahria Town, Lahore, Punjab",1,5.3 Marla,1
12056,Flat,PKR30 Thousand,"Bahria Town, Lahore, Punjab",1,2.5 Marla,1
12057,House,PKR60 Thousand,"Bahria Town, Lahore, Punjab",4,5 Marla,3
12058,Flat,PKR40 Thousand,"Bahria Town, Lahore, Punjab",1,2.2 Marla,1
12059,House,PKR95 Thousand,"Bahria Town, Lahore, Punjab",5,10 Marla,5
12060,Flat,PKR35 Thousand,"Bahria Town, Lahore, Punjab",1,3.3 Marla,1
12061,Flat,PKR40 Thousand,"Bahria Town, Lahore, Punjab",1,3.6 Marla,1
12062,Upper Portion,PKR45 Thousand,"Bahria Town, Lahore, Punjab",3,10 Marla,3
12063,Lower Portion,PKR50 Thousand,"Bahria Town, Lahore, Punjab",3,10 Marla,2
12064,Upper Portion,PKR55 Thousand,"Bahria Town, Lahore, Punjab",5,10 Marla,3
12065,Upper Portion,PKR70 Thousand,"DHA Defence, Lahore, Punjab",3,1 Kanal,3
12066,House,PKR3.5 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
12067,Upper Portion,PKR80 Thousand,"DHA Defence, Lahore, Punjab",3,1 Kanal,3
12068,House,PKR6 Lakh,"Gulberg, Lahore, Punjab",6,2 Kanal,5
12069,House,PKR7.25 Lakh,"Gulberg, Lahore, Punjab",-,2 Kanal,-
12070,House,PKR7 Lakh,"Gulberg, Lahore, Punjab",9,2 Kanal,8
12071,House,PKR2.5 Lakh,"Gulberg, Lahore, Punjab",5,12 Marla,4
12072,House,PKR3.25 Lakh,"Gulberg, Lahore, Punjab",7,1 Kanal,6
12073,House,PKR5.5 Lakh,"Gulberg, Lahore, Punjab",7,2 Kanal,6
12074,House,PKR1.25 Lakh,"DHA Defence, Lahore, Punjab",5,7 Marla,4
12075,Flat,PKR25 Thousand,"Lahore Medical Housing Society, Lahore, Punjab",2,3 Marla,2
12076,Upper Portion,PKR50 Thousand,"Divine Gardens, Lahore, Punjab",3,10 Marla,3
12077,Upper Portion,PKR50 Thousand,"DHA Defence, Lahore, Punjab",3,8 Marla,2
12078,Upper Portion,PKR75 Thousand,"DHA Defence, Lahore, Punjab",3,1 Kanal,3
12079,Upper Portion,PKR73 Thousand,"DHA Defence, Lahore, Punjab",3,1 Kanal,3
12080,Upper Portion,PKR78 Thousand,"DHA Defence, Lahore, Punjab",3,1 Kanal,3
12081,House,PKR6.99 Lakh,"Upper Mall, Lahore, Punjab",5,4 Kanal,7
12082,House,PKR2.75 Lakh,"Garden Town, Lahore, Punjab",6,1 Kanal,5
12083,House,PKR66 Thousand,"Johar Town, Lahore, Punjab",3,5 Marla,3
12084,Upper Portion,PKR40 Thousand,"Jubilee Town, Lahore, Punjab",3,10 Marla,3
12085,Upper Portion,PKR15 Thousand,"Jubilee Town, Lahore, Punjab",1,3 Marla,1
12086,Upper Portion,PKR55 Thousand,"DHA Defence, Lahore, Punjab",2,10 Marla,3
12087,Upper Portion,PKR25 Thousand,"Jubilee Town, Lahore, Punjab",2,3 Marla,2
12088,Lower Portion,PKR65 Thousand,"Wapda Town, Lahore, Punjab",3,10 Marla,2
12089,Upper Portion,PKR55 Thousand,"Bankers Co-operative Housing Society, Lahore, Punjab",2,10 Marla,2
12090,Upper Portion,PKR67 Thousand,"Wapda Town, Lahore, Punjab",3,1 Kanal,3
12091,House,PKR2 Lakh,"Wapda Town, Lahore, Punjab",5,1 Kanal,5
12092,Upper Portion,PKR70 Thousand,"Wapda Town, Lahore, Punjab",3,1 Kanal,3
12093,House,PKR1.3 Lakh,"Wapda Town, Lahore, Punjab",5,10 Marla,5
12094,Lower Portion,PKR55 Thousand,"Wapda Town, Lahore, Punjab",2,10 Marla,2
12095,Upper Portion,PKR55 Thousand,"Wapda Town, Lahore, Punjab",3,10 Marla,3
12096,House,PKR70 Thousand,"Wapda Town, Lahore, Punjab",3,5 Marla,3
12097,House,PKR1.55 Lakh,"Eden, Lahore, Punjab",5,10 Marla,4
12098,House,PKR65 Thousand,"Park View City, Lahore, Punjab",4,5 Marla,4
12099,House,PKR60 Thousand,"Park View City, Lahore, Punjab",4,5 Marla,4
12100,House,PKR30 Thousand,"Park Avenue Housing Scheme, Lahore, Punjab",2,5 Marla,2
12101,House,PKR1.87 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
12102,House,PKR1.9 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
12103,House,PKR1.88 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
12104,House,PKR95 Thousand,"DHA Defence, Lahore, Punjab",3,5 Marla,3
12105,House,PKR90 Thousand,"Garden Town, Lahore, Punjab",4,5 Marla,3
12106,House,PKR95 Thousand,"DHA Defence, Lahore, Punjab",3,5 Marla,3
12107,Upper Portion,PKR89 Thousand,"DHA Defence, Lahore, Punjab",3,1 Kanal,3
12108,House,PKR50 Thousand,"Samanabad, Lahore, Punjab",4,3.5 Marla,3
12109,Upper Portion,PKR55 Thousand,"Bahria Town, Lahore, Punjab",3,10 Marla,3
12110,Flat,PKR80 Thousand,"Bahria Town, Lahore, Punjab",2,3.1 Marla,2
12111,Upper Portion,PKR75 Thousand,"DHA Defence, Lahore, Punjab",3,1 Kanal,3
12112,House,PKR1 Lakh,"Allama Iqbal Town, Lahore, Punjab",4,10 Marla,4
12113,Farm House,PKR35 Thousand,"Cantt, Lahore, Punjab",6,4 Kanal,2
12114,Flat,PKR1.2 Lakh,"DHA Defence, Lahore, Punjab",2,4.5 Marla,2
12115,House,PKR1.25 Lakh,"DHA Defence, Lahore, Punjab",4,10 Marla,3
12116,Upper Portion,PKR1.1 Lakh,"DHA Defence, Lahore, Punjab",5,1 Kanal,3
12117,Upper Portion,PKR1.2 Lakh,"DHA Defence, Lahore, Punjab",4,1 Kanal,3
12118,Upper Portion,PKR75 Thousand,"DHA Defence, Lahore, Punjab",4,1 Kanal,3
12119,House,PKR85 Thousand,"DHA Defence, Lahore, Punjab",3,5 Marla,3
12120,House,PKR2 Lakh,"DHA 11 Rahbar, Lahore, Punjab",6,1 Kanal,5
12121,Upper Portion,PKR42 Thousand,"Punjab Govt Employees Society, Lahore, Punjab",2,10 Marla,2
12122,Upper Portion,PKR70 Thousand,"Airline Housing Society, Lahore, Punjab",4,1 Kanal,3
12123,Lower Portion,PKR90 Thousand,"DHA Defence, Lahore, Punjab",2,1 Kanal,2
12124,House,PKR2.3 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
12125,House,PKR2.5 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
12126,House,PKR2.2 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
12127,Upper Portion,PKR70 Thousand,"Garden Town, Lahore, Punjab",2,2 Kanal,2
12128,Upper Portion,PKR78 Thousand,"DHA Defence, Lahore, Punjab",3,1 Kanal,3
12129,Upper Portion,PKR75 Thousand,"DHA Defence, Lahore, Punjab",3,1 Kanal,3
12130,Lower Portion,PKR90 Thousand,"Valencia Housing Society, Lahore, Punjab",-,1 Kanal,2
12131,House,PKR1.35 Lakh,"Paragon City, Lahore, Punjab",5,10 Marla,5
12132,House,PKR2.1 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
12133,House,PKR2 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
12134,Upper Portion,PKR30 Thousand,"Bahria Town, Lahore, Punjab",2,5 Marla,2
12135,Upper Portion,PKR47 Thousand,"Bahria Town, Lahore, Punjab",3,10 Marla,3
12136,Lower Portion,PKR31 Thousand,"Bahria Town, Lahore, Punjab",1,5 Marla,1
12137,Flat,PKR30 Thousand,"Bahria Town, Lahore, Punjab",1,2.4 Marla,1
12138,House,PKR65 Thousand,"Bahria Town, Lahore, Punjab",3,5 Marla,3
12139,House,PKR45 Thousand,"Al Rehman Garden, Lahore, Punjab",4,4 Marla,3
12140,House,PKR7 Lakh,"Johar Town, Lahore, Punjab",6,2 Kanal,10
12141,Upper Portion,PKR75 Thousand,"DHA Defence, Lahore, Punjab",3,1 Kanal,3
12142,House,PKR65 Thousand,"Raiwind Road, Lahore, Punjab",4,7 Marla,4
12143,House,PKR1.1 Lakh,"Raiwind Road, Lahore, Punjab",4,7 Marla,4
12144,Upper Portion,PKR55 Thousand,"DHA Defence, Lahore, Punjab",3,10 Marla,3
12145,House,PKR85 Thousand,"T & T Aabpara Housing Society, Lahore, Punjab",5,10 Marla,4
12146,House,PKR75 Thousand,"DHA Defence, Lahore, Punjab",4,5 Marla,3
12147,House,PKR2 Lakh,"Cavalry Ground, Lahore, Punjab",4,1 Kanal,3
12148,Flat,PKR60 Thousand,"Bahria Town, Lahore, Punjab",1,2.3 Marla,1
12149,Lower Portion,PKR60 Thousand,"Bahria Town, Lahore, Punjab",2,10 Marla,2
12150,Upper Portion,PKR75 Thousand,"DHA Defence, Lahore, Punjab",3,1 Kanal,3
12151,Lower Portion,PKR1.1 Lakh,"DHA Defence, Lahore, Punjab",3,1 Kanal,3
12152,House,PKR1.1 Lakh,"DHA Defence, Lahore, Punjab",4,10 Marla,4
12153,House,PKR85 Thousand,"DHA Defence, Lahore, Punjab",3,5 Marla,3
12154,House,PKR70 Thousand,"DHA Defence, Lahore, Punjab",3,5 Marla,3
12155,Flat,PKR32 Thousand,"Bahria Town, Lahore, Punjab",1,2.2 Marla,1
12156,Flat,PKR33 Thousand,"Bahria Town, Lahore, Punjab",1,2.7 Marla,1
12157,Flat,PKR45 Thousand,"Bahria Town, Lahore, Punjab",2,2.2 Marla,2
12158,Flat,PKR1.8 Lakh,"Gulberg, Lahore, Punjab",-,6.7 Marla,2
12159,House,PKR2.5 Lakh,"DHA Defence, Lahore, Punjab",-,1 Kanal,5
12160,Upper Portion,PKR75 Thousand,"DHA Defence, Lahore, Punjab",4,1 Kanal,3
12161,House,PKR65 Thousand,"DHA Defence, Lahore, Punjab",4,5 Marla,3
12162,House,PKR60 Thousand,"DHA Defence, Lahore, Punjab",4,5 Marla,3
12163,House,PKR1.7 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,6
12164,Flat,PKR70 Thousand,"Bahria Town, Lahore, Punjab",2,3.6 Marla,2
12165,Flat,PKR75 Thousand,"Bahria Town, Lahore, Punjab",2,3.6 Marla,2
12166,Flat,PKR45 Thousand,"Bahria Town, Lahore, Punjab",1,2.4 Marla,1
12167,Flat,PKR50 Thousand,"Bahria Town, Lahore, Punjab",1,2.4 Marla,1
12168,House,PKR1.55 Lakh,"Punjab Govt Employees Society, Lahore, Punjab",6,1 Kanal,6
12169,Upper Portion,PKR60 Thousand,"DHA Defence, Lahore, Punjab",3,1 Kanal,3
12170,House,PKR1.6 Lakh,"DHA Defence, Lahore, Punjab",5,1 Kanal,5
12171,House,PKR1 Lakh,"DHA Defence, Lahore, Punjab",4,10 Marla,4
12172,Flat,PKR38 Thousand,"Bahria Town, Lahore, Punjab",2,3.6 Marla,2
12173,House,PKR55 Thousand,"DHA Defence, Lahore, Punjab",4,5 Marla,3
12174,Flat,PKR27 Thousand,"Bahria Town, Lahore, Punjab",1,2.4 Marla,1
12175,Flat,PKR1.8 Lakh,"Gulberg, Lahore, Punjab",-,6.7 Marla,2
12176,House,PKR2.5 Lakh,"DHA Defence, Lahore, Punjab",-,1 Kanal,5
12177,Upper Portion,PKR75 Thousand,"DHA Defence, Lahore, Punjab",4,1 Kanal,3
12178,House,PKR65 Thousand,"DHA Defence, Lahore, Punjab",4,5 Marla,3
12179,House,PKR60 Thousand,"DHA Defence, Lahore, Punjab",4,5 Marla,3
12180,House,PKR1.7 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,6
12181,Flat,PKR70 Thousand,"Bahria Town, Lahore, Punjab",2,3.6 Marla,2
12182,Flat,PKR75 Thousand,"Bahria Town, Lahore, Punjab",2,3.6 Marla,2
12183,Flat,PKR45 Thousand,"Bahria Town, Lahore, Punjab",1,2.4 Marla,1
12184,Flat,PKR50 Thousand,"Bahria Town, Lahore, Punjab",1,2.4 Marla,1
12185,House,PKR1.55 Lakh,"Punjab Govt Employees Society, Lahore, Punjab",6,1 Kanal,6
12186,Upper Portion,PKR60 Thousand,"DHA Defence, Lahore, Punjab",3,1 Kanal,3
12187,House,PKR1.6 Lakh,"DHA Defence, Lahore, Punjab",5,1 Kanal,5
12188,House,PKR1 Lakh,"DHA Defence, Lahore, Punjab",4,10 Marla,4
12189,Flat,PKR38 Thousand,"Bahria Town, Lahore, Punjab",2,3.6 Marla,2
12190,House,PKR55 Thousand,"DHA Defence, Lahore, Punjab",4,5 Marla,3
12191,Flat,PKR27 Thousand,"Bahria Town, Lahore, Punjab",1,2.4 Marla,1
12192,Flat,PKR30 Thousand,"Bahria Town, Lahore, Punjab",1,2.4 Marla,1
12193,Flat,PKR35 Thousand,"Bahria Town, Lahore, Punjab",2,3.6 Marla,2
12194,Flat,PKR50 Thousand,"Askari, Lahore, Punjab",2,5 Marla,2
12195,Flat,PKR50 Thousand,"Askari, Lahore, Punjab",2,5 Marla,2
12196,House,PKR1.2 Lakh,"State Life Housing Society, Lahore, Punjab",5,10 Marla,5
12197,House,PKR1.25 Lakh,"DHA Defence, Lahore, Punjab",5,10 Marla,4
12198,House,PKR1.6 Lakh,"DHA Defence, Lahore, Punjab",4,7 Marla,4
12199,Upper Portion,PKR30 Thousand,"PIA Housing Scheme, Lahore, Punjab",2,4 Marla,2
12200,House,PKR1.4 Lakh,"DHA Defence, Lahore, Punjab",5,10 Marla,4
12201,Upper Portion,PKR1 Lakh,"Johar Town, Lahore, Punjab",2,1 Kanal,2
12202,Lower Portion,PKR32 Thousand,"Bahria Orchard, Lahore, Punjab",2,5 Marla,1
12203,Flat,PKR25 Thousand,"Bahria Orchard, Lahore, Punjab",1,5 Marla,2
12204,House,PKR55 Thousand,"Khayaban-e-Amin, Lahore, Punjab",3,5 Marla,3
12205,House,PKR22 Thousand,"Khayaban-e-Amin, Lahore, Punjab",1,5 Marla,2
12206,House,PKR55 Thousand,"Khayaban-e-Amin, Lahore, Punjab",3,5 Marla,3
12207,House,PKR5 Lakh,"Model Town, Lahore, Punjab",6,2 Kanal,7
12208,House,PKR1.3 Lakh,"DHA Defence, Lahore, Punjab",5,10 Marla,4
12209,House,PKR1.4 Lakh,"DHA 11 Rahbar, Lahore, Punjab",5,10 Marla,4
12210,Lower Portion,PKR60 Thousand,"Nishat Colony, Lahore, Punjab",3,7.5 Marla,2
12211,Upper Portion,PKR22 Thousand,"Eden, Lahore, Punjab",1,3 Marla,2
12212,Upper Portion,PKR25 Thousand,"Eden, Lahore, Punjab",1,5 Marla,2
12213,House,PKR2 Lakh,"DHA Defence, Lahore, Punjab",4,1 Kanal,4
12214,House,PKR1.1 Lakh,"DHA Defence, Lahore, Punjab",4,6 Marla,4
12215,Upper Portion,PKR45 Thousand,"Chinar Bagh, Lahore, Punjab",4,1 Kanal,4
12216,House,PKR1.3 Lakh,"Askari, Lahore, Punjab",4,12 Marla,4
12217,Flat,PKR85 Thousand,"Askari, Lahore, Punjab",3,10 Marla,3
12218,House,PKR55 Thousand,"Paragon City, Lahore, Punjab",3,6 Marla,3
12219,House,PKR2.5 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
12220,Upper Portion,PKR80 Thousand,"Paragon City, Lahore, Punjab",3,12 Marla,3
12221,Upper Portion,PKR1.3 Lakh,"DHA Defence, Lahore, Punjab",3,1 Kanal,3
12222,Upper Portion,PKR1.3 Lakh,"DHA Defence, Lahore, Punjab",3,1 Kanal,3
12223,House,PKR55 Thousand,"Bankers Avenue Cooperative Housing Society, Lahore, Punjab",3,10 Marla,3
12224,Flat,PKR20 Thousand,"Bedian Road, Lahore, Punjab",1,2 Marla,1
12225,Flat,PKR1.2 Lakh,"Gulberg, Lahore, Punjab",1,3.3 Marla,1
12226,House,PKR6 Lakh,"Gulberg, Lahore, Punjab",6,2 Kanal,7
12227,House,PKR48 Thousand,"Eden, Lahore, Punjab",2,5 Marla,3
12228,Upper Portion,PKR80 Thousand,"DHA Defence, Lahore, Punjab",3,1 Kanal,3
12229,Upper Portion,PKR75 Thousand,"PAF Colony, Lahore, Punjab",3,16 Marla,3
12230,House,PKR1.2 Lakh,"Cantt, Lahore, Punjab",2,1.1 Kanal,2
12231,House,PKR60 Thousand,"Paragon City, Lahore, Punjab",3,5 Marla,3
12232,Upper Portion,PKR38 Thousand,"Guldasht Town, Lahore, Punjab",2,10 Marla,2
12233,House,PKR60 Thousand,"DHA Defence, Lahore, Punjab",4,5 Marla,3
12234,Upper Portion,PKR1 Lakh,"Cantt, Lahore, Punjab",3,1 Kanal,3
12235,Upper Portion,PKR70 Thousand,"PAF Colony, Lahore, Punjab",4,13 Marla,4
12236,Lower Portion,PKR50 Thousand,"PAF Colony, Lahore, Punjab",2,9 Marla,2
12237,House,PKR1.15 Lakh,"Bahria Town, Lahore, Punjab",6,10 Marla,5
12238,Upper Portion,PKR65 Thousand,"PCSIR Housing Scheme, Lahore, Punjab",4,15 Marla,4
12239,Lower Portion,PKR65 Thousand,"PCSIR Housing Scheme, Lahore, Punjab",3,15 Marla,3
12240,Upper Portion,PKR1.3 Lakh,"TECH Society, Lahore, Punjab",4,1.6 Kanal,4
12241,Lower Portion,PKR70 Thousand,"Johar Town, Lahore, Punjab",2,11 Marla,1
12242,Upper Portion,PKR75 Thousand,"DHA Defence, Lahore, Punjab",3,1 Kanal,3
12243,Room,PKR28 Thousand,"DHA Defence, Lahore, Punjab",1,1 Kanal,1
12244,Upper Portion,PKR80 Thousand,"DHA Defence, Lahore, Punjab",3,1 Kanal,3
12245,Upper Portion,PKR26 Thousand,"Jubilee Town, Lahore, Punjab",2,5 Marla,2
12246,House,PKR1.2 Lakh,"Paragon City, Lahore, Punjab",5,10 Marla,4
12247,Lower Portion,PKR45 Thousand,"Allama Iqbal Town, Lahore, Punjab",2,5 Marla,2
12248,Flat,PKR25 Thousand,"Jubilee Town, Lahore, Punjab",2,7 Marla,2
12249,House,PKR45 Thousand,"Raiwind Road, Lahore, Punjab",4,3 Marla,3
12250,Flat,PKR85 Thousand,"Askari, Lahore, Punjab",3,10 Marla,3
12251,Lower Portion,PKR50 Thousand,"Canal Garden, Lahore, Punjab",4,10 Marla,3
12252,Upper Portion,PKR27 Thousand,"Canal Garden, Lahore, Punjab",3,5 Marla,2
12253,House,PKR50 Thousand,"Zaheer Villas, Lahore, Punjab",5,4 Marla,4
12254,House,PKR47 Thousand,"Khayaban-e-Amin, Lahore, Punjab",3,5 Marla,3
12255,Upper Portion,PKR95 Thousand,"DHA Defence, Lahore, Punjab",3,1 Kanal,3
12256,House,PKR1.6 Lakh,"DHA Defence, Lahore, Punjab",4,1 Kanal,3
12257,Lower Portion,PKR60 Thousand,"Johar Town, Lahore, Punjab",3,10 Marla,2
12258,House,PKR17 Thousand,"Cantt, Lahore, Punjab",2,3 Marla,2
12259,Upper Portion,PKR25 Thousand,"Harbanspura, Lahore, Punjab",2,5 Marla,2
12260,Upper Portion,PKR90 Thousand,"Model Town, Lahore, Punjab",3,1 Kanal,3
12261,House,PKR55 Thousand,"Bahria Town, Lahore, Punjab",3,5 Marla,3
12262,House,PKR55 Thousand,"Military Accounts Housing Society, Lahore, Punjab",4,4 Marla,3
12263,Upper Portion,PKR85 Thousand,"Bahria Town, Lahore, Punjab",3,1.1 Kanal,3
12264,Upper Portion,PKR65 Thousand,"Bahria Town, Lahore, Punjab",3,11 Marla,3
12265,House,PKR70 Thousand,"Bahria Town, Lahore, Punjab",3,5 Marla,3
12266,House,PKR2.75 Lakh,"Garden Town, Lahore, Punjab",6,1 Kanal,5
12267,Lower Portion,PKR43 Thousand,"Sabzazar Scheme, Lahore, Punjab",3,10 Marla,2
12268,Upper Portion,PKR45 Thousand,"Sabzazar Scheme, Lahore, Punjab",3,10 Marla,3
12269,Upper Portion,PKR45 Thousand,"Sabzazar Scheme, Lahore, Punjab",3,10 Marla,3
12270,Lower Portion,PKR45 Thousand,"Sabzazar Scheme, Lahore, Punjab",3,10 Marla,2
12271,Upper Portion,PKR95 Thousand,"DHA Defence, Lahore, Punjab",3,1 Kanal,3
12272,Upper Portion,PKR85 Thousand,"Model Town, Lahore, Punjab",2,1 Kanal,2
12273,House,PKR85 Thousand,"Raiwind Road, Lahore, Punjab",3,10 Marla,3
12274,Upper Portion,PKR35 Thousand,"Bahria Orchard, Lahore, Punjab",3,8 Marla,2
12275,Upper Portion,PKR90 Thousand,"Model Town, Lahore, Punjab",3,1 Kanal,3
12276,House,PKR55 Thousand,"Bahria Town, Lahore, Punjab",3,5 Marla,3
12277,House,PKR55 Thousand,"Military Accounts Housing Society, Lahore, Punjab",4,4 Marla,3
